ID,trialseq,Ab,DV,US,noUS
118,1,1,0.466551085,0,1
118,2,1,0.105824622,0,1
118,3,1,0.493271563,0,1
118,4,1,0.504576473,0,1
118,5,1,0.470661923,0,1
118,6,1,0.158237855,0,1
118,7,1,0.056494503,0,1
118,8,1,0.063688455,0,1
118,9,1,0.005108994,0,1
118,10,1,0.006136719,0,1
118,11,1,0.006136719,0,1
118,12,1,0.009219833,0,1
119,1,1,0.9794239,0,1
119,2,1,0.980452738,0,1
119,3,1,0.015432099,0,1
119,4,1,0.522633776,0,1
119,5,1,0.008230468,0,1
119,6,1,0.010288097,0,1
119,7,1,0.010288097,0,1
119,8,1,0.010288097,0,1
119,9,1,0.010288097,0,1
119,10,1,0.010288097,0,1
119,11,1,0.50617284,0,1
119,12,1,0.023662567,0,1
120,1,1,0.768518503,0,1
120,2,1,0.723251076,0,1
120,3,1,0.987654415,0,1
120,4,1,0.986625546,0,1
120,5,1,0.978395062,0,1
120,6,1,0.474279836,0,1
120,7,1,0.004115219,0,1
120,8,1,0.016460905,0,1
120,9,1,0.016460905,0,1
120,10,1,0.016460905,0,1
120,11,1,0.015432115,0,1
120,12,1,0.010288082,0,1
121,1,1,0.998971194,0,1
121,2,1,0.490740741,0,1
121,3,1,0.002057613,0,1
121,4,1,0.997942387,0,1
121,5,1,0.995884774,0,1
121,6,1,0.998971194,0,1
121,7,1,0.998971194,0,1
121,8,1,0.995884774,0,1
121,9,1,0.998971194,0,1
121,10,1,0.998971194,0,1
121,11,1,0.998971194,0,1
121,12,1,0.993827161,0,1
122,1,1,0.995884774,0,1
122,2,1,0.993827161,0,1
122,3,1,0.993827161,0,1
122,4,1,0.993827161,0,1
122,5,1,0.008230453,0,1
122,6,1,0.997942387,0,1
122,7,1,0.993827161,0,1
122,8,1,0.994855967,0,1
122,9,1,0.992798354,0,1
122,10,1,0.99691358,0,1
122,11,1,0.998971194,0,1
122,12,1,0.998971194,0,1
123,1,1,0.997685185,0,1
123,2,1,0.980324074,0,1
123,3,1,0.719907408,0,1
123,4,1,0.501446759,0,1
123,5,1,0.000868056,0,1
123,6,1,0.000868056,0,1
123,7,1,0.000868056,0,1
123,8,1,0.5,0,1
123,9,1,0.5,0,1
123,10,1,0.5,0,1
123,11,1,0.523148148,0,1
123,12,1,0.991898148,0,1
124,1,1,0.965020576,0,1
124,2,1,0.988683128,0,1
124,3,1,0.959876543,0,1
124,4,1,0.883744856,0,1
124,5,1,0.968106996,0,1
124,6,1,0.945473251,0,1
124,7,1,0.877572017,0,1
124,8,1,0.865226338,0,1
124,9,1,0.908436214,0,1
124,10,1,0.989711934,0,1
124,11,1,0.947530864,0,1
124,12,1,0.929012346,0,1
125,1,1,0.941358119,0,1
125,2,1,0.047325103,0,1
125,3,1,0.90740747,0,1
125,4,1,0.982510382,0,1
125,5,1,0.505144033,0,1
125,6,1,0.961934251,0,1
125,7,1,0.00823046,0,1
125,8,1,0.015432115,0,1
125,9,1,0.594650253,0,1
125,10,1,0.372427968,0,1
125,11,1,0.012345703,0,1
125,12,1,0.014403284,0,1
126,1,1,0.938271605,0,1
126,2,1,0.913580247,0,1
126,3,1,0.474279898,0,1
126,4,1,0.058641975,0,1
126,5,1,0.145061729,0,1
126,6,1,0.115226369,0,1
126,7,1,0.10596711,0,1
126,8,1,0.114197531,0,1
126,9,1,0.09670785,0,1
126,10,1,0.137860098,0,1
126,11,1,0.091563802,0,1
126,12,1,0.085390962,0,1
127,1,1,0.984490741,0,1
127,2,1,0.502850116,0,1
127,3,1,0.060638503,0,1
127,4,1,0.012418017,0,1
127,5,1,0.013035301,0,1
127,6,1,0.013035301,0,1
127,7,1,0.013035301,0,1
127,8,1,0.013035301,0,1
127,9,1,0.013035301,0,1
127,10,1,0.013035301,0,1
127,11,1,0.013035301,0,1
127,12,1,0.009244792,0,1
128,1,1,0.974716202,0,1
128,2,1,0.979302832,0,1
128,3,1,0.97586286,0,1
128,4,1,0.98503612,0,1
128,5,1,0.967836257,0,1
128,6,1,0.98503612,0,1
128,7,1,0.970129572,0,1
128,8,1,0.993062722,0,1
128,9,1,0.990769407,0,1
128,10,1,0.979302832,0,1
128,11,1,0.99420938,0,1
128,12,1,0.991916065,0,1
129,1,1,0.03909465,0,1
129,2,1,0.032921811,0,1
129,3,1,0.5,0,1
129,4,1,0.507201646,0,1
129,5,1,0.501028807,0,1
129,6,1,0.989711934,0,1
129,7,1,0.043209877,0,1
129,8,1,0.019547325,0,1
129,9,1,0.49691358,0,1
129,10,1,0.995884774,0,1
129,11,1,0.505144033,0,1
129,12,1,0.46399177,0,1
130,1,1,0.956727431,0,1
130,2,1,0.925401476,0,1
130,3,1,0.797894965,0,1
130,4,1,0.14819336,0,1
130,5,1,0.028238932,0,1
130,6,1,0.025379774,0,1
130,7,1,0.01389974,0,1
130,8,1,0.01389974,0,1
130,9,1,0.500146484,0,1
130,10,1,0.014832899,0,1
130,11,1,0.171110026,0,1
130,12,1,0.003249783,0,1
131,1,1,0.995886361,0,1
131,2,1,0.995886361,0,1
131,3,1,0.995886361,0,1
131,4,1,0.988474131,0,1
131,5,1,0.983786631,0,1
131,6,1,0.991261554,0,1
131,7,1,0.991261554,0,1
131,8,1,0.991261554,0,1
131,9,1,0.991261554,0,1
131,10,1,0.991261554,0,1
131,11,1,0.995572896,0,1
131,12,1,0.995572896,0,1
132,1,1,0.949958258,0,1
132,2,1,0.459685841,0,1
132,3,1,0.822513461,0,1
132,4,1,0.68986677,0,1
132,5,1,0.555919652,0,1
132,6,1,0.050041599,0,1
132,7,1,0.039637953,0,1
132,8,1,0.034436106,0,1
132,9,1,0.021431512,0,1
132,10,1,0.016229713,0,1
132,11,1,0.415470214,0,1
132,12,1,0.580628413,0,1
133,1,1,0.983024691,0,1
133,2,1,0.973765432,0,1
133,3,1,0.98096711,0,1
133,4,1,0.974279898,0,1
133,5,1,0.988168787,0,1
133,6,1,0.987654321,0,1
133,7,1,0.981481482,0,1
133,8,1,0.984567901,0,1
133,9,1,0.97788069,0,1
133,10,1,0.981481482,0,1
133,11,1,0.986111111,0,1
133,12,1,0.993312789,0,1
134,1,1,0.984664352,0,1
134,2,1,0.981770833,0,1
134,3,1,0.991898148,0,1
134,4,1,0.980324074,0,1
134,5,1,0.98755787,0,1
134,6,1,0.993344908,0,1
134,7,1,0.98755787,0,1
134,8,1,0.993344908,0,1
134,9,1,0.994791667,0,1
134,10,1,0.978877315,0,1
134,11,1,0.978877315,0,1
134,12,1,0.990451389,0,1
135,1,1,0.996399208,0,1
135,2,1,0.988683159,0,1
135,3,1,0.988683159,0,1
135,4,1,0.988683159,0,1
135,5,1,0.991769579,0,1
135,6,1,0.994855999,0,1
135,7,1,0.98096711,0,1
135,8,1,0.97479427,0,1
135,9,1,0.97788069,0,1
135,10,1,0.757201678,0,1
135,11,1,0.678497974,0,1
135,12,1,0.027263406,0,1
136,1,1,0.904916848,0,1
136,2,1,0.904916848,0,1
136,3,1,0.904916848,0,1
136,4,1,0.904916848,0,1
136,5,1,0.904916848,0,1
136,6,1,0.904916848,0,1
136,7,1,0.904916848,0,1
136,8,1,0.904916848,0,1
136,9,1,0.904916848,0,1
136,10,1,0.904916848,0,1
136,11,1,0.904916848,0,1
136,12,1,0.904916848,0,1
137,1,1,0.886831276,0,1
137,2,1,0.903292181,0,1
137,3,1,0.486625515,0,1
137,4,1,0.49691358,0,1
137,5,1,0.078189301,0,1
137,6,1,0.478395062,0,1
137,7,1,0.119341564,0,1
137,8,1,0.092592593,0,1
137,9,1,0.138888889,0,1
137,10,1,0.484567901,0,1
137,11,1,0.195473251,0,1
137,12,1,0.146090535,0,1
138,1,1,0.965856482,0,1
138,2,1,0.965856482,0,1
138,3,1,0.965856482,0,1
138,4,1,0.974537037,0,1
138,5,1,0.975983796,0,1
138,6,1,0.975983796,0,1
138,7,1,0.993344908,0,1
138,8,1,0.993344908,0,1
138,9,1,0.993344908,0,1
138,10,1,0.993344908,0,1
138,11,1,0.993344908,0,1
138,12,1,0.984664352,0,1
